responseId,LocationLatitude,LocationLongitude,2020_GISJOIN,2010_GISJOIN,2020G_FIPS,RUCC_2023,NotInUS
R_5bk6MfTx4fRUlNv,45.6966,-90.4027,G55009909705001,G55009909705001,G55099,9,0
R_1tli58YPAjWhTe9,39.6973,-104.8394,G08000500808002,G08000500808002,G08005,1,0
R_1P3nKUnJ9W4Flfj,36.5192,-81.5243,G37000909702002,G37000909702002,G37009,9,0
R_6n1P4jWqgOtHWle,41.1054,-80.6905,G39009908029002,G39009908029002,G39099,2,0
R_1VL83r9NSOhKjzS,32.7368,-96.9068,G48011300107043,G48011300107042,G48113,1,0
R_7PvpCXFdBx1EJu5,41.7697,-87.6985,G17003106609003,G17003106609003,G17031,1,0
R_1gnwHiLCqWTtTod,25.9289,-80.1827,G12008600002133,G12008600002133,G12086,1,0
R_7OMQPfEdf3y9kRY,36.3031,-88.3126,G47007909694002,G47007909694002,G47079,7,0
R_3TmxMnnfxUxqjq6,42.0487,-87.8905,G17003108062011,G17003108062011,G17031,1,0
R_3UPGuQfCjtWfakV,40.8325,-75.7014,G42002500207004,G42002500207004,G42025,2,0
R_3w0LPULdEAa7N4f,40.0008,-76.7697,G42013300212241,G42013300212101,G42133,2,0
R_7JwsQQAbOWBkm3k,33.9133,-80.3587,G45008500013001,G45008500013001,G45085,3,0
R_6yjX3b6cBsHqVu0,40.8142,-81.9387,G39016900003002,G39016900003002,G39169,4,0
R_5XhQg2egtqflqse,43.5229,-96.786,G46009900011071,G46009900011071,G46099,2,0
R_6lts3gzLf5RmbRq,36.122,-115.086,G32000300017091,G32000300017091,G32003,1,0
R_6lQvVxOqgFRe2oM,39.7388,-104.9868,G08003100027041,G08003100027011,G08031,1,0
R_7Nt9vlA9xUQsJvH,42.1053,-89.9888,G17001509604001,G17001509604001,G17015,9,0
R_7FXQUwSHprMA75t,32.5575,-94.9376,G48045909506001,G48045909506001,G48459,2,0
R_6RkaM6tQt0WKXO9,38.7369,-88.0793,G17015909781002,G17015909781002,G17159,7,0
R_7sZ5cWpG2DmDVHl,32.7104,-117.0528,G06007300031032,G06007300031032,G06073,1,0
R_1p43ODJ8zYabAqh,41.9137,-70.6393,G25002305306005,G25002305306001,G25023,1,0
R_6Zv1kNe1k8nUZ5D,25.9334,-81.6895,G12002100109062,G12002100109031,G12021,2,0
R_3QuaBQbs6Vmd3Vi,39.9508,-82.9329,G39004900089003,G39004900089003,G39049,1,0
R_1lmlL4AJaszje6B,40.1788,-77.0047,G42004100116021,G42004100116021,G42041,2,0
R_5eZVS936l8VBFC1,43.0599,-76.1416,G36006700015001,G36006700015001,G36067,2,0
R_7GstXNY2PHc8e5P,42.9016,-88.0095,G55007901872003,G55007901872002,G55079,1,0
R_6rJPtVgbFRCKPSi,31.5095,-97.2303,G48030900025031,G48030900025031,G48309,2,0
R_3QdRJ3PRdj2MFIR,27.9929,-82.403,G12005700018002,G12005700018002,G12057,1,0
R_3FDJxiDPW6MfziE,32.2108,-95.8438,G48021309513004,G48021309513004,G48213,4,0
R_6sjYj9ZMLAFSHnz,42.9876,-97.8701,G46000909676002,G46000909676002,G46009,9,0
R_1a81TDKvUGr4w4V,41.1285,-78.7494,G42003303303001,G42003303303001,G42033,4,0
R_1YAjTxn314vvjQf,39.6973,-104.8394,G08000500808002,G08000500808002,G08005,1,0
R_6t9fSb5SyjrhBYt,41.0413,-83.6461,G39006300008001,G39006300008001,G39063,4,0
R_6fg5Mrxe0QhZ9MX,40.8022,-74.1914,G34001300152003,G34001300152003,G34013,1,0
R_67lOrNNOGiv485n,43.0908,-77.4348,G36005500118001,G36005500118003,G36055,1,0
R_51MKGPB0LVVtuva,33.8791,-117.9821,G06005901106041,G06005901106041,G06059,1,0
R_3q9eSHoUgpSyzfz,40.2514,-74.7632,G34002100035002,G34002100035002,G34021,2,0
R_1D7sgiz4vGiRx95,32.7836,-96.8674,G48011300205002,G48011300205002,G48113,1,0
R_3YYUjwYvvvhDjFf,36.0958,-79.2743,G37000100212063,G37000100212063,G37001,3,0
R_6FHPGdou7ai9CY9,40.8212,-83.2976,G39017509384002,G39017509384002,G39175,7,0
R_6fEQulDjTHMS70R,28.5436,-81.3738,G12009500102011,G12009500102004,G12095,1,0
R_3xV7umg3SlyX8h3,33.6416,-117.6898,G06005900524152,G06005900524152,G06059,1,0
R_7gqoKNZifO7PWV4,34.3112,-93.1877,G05005900207012,G05005900207002,G05059,6,0
R_3kObhJZLSpjx1n0,34.5268,-92.9587,G05005100105022,G05005100105001,G05051,3,0
R_7e3FW4gA32p1qyk,42.5134,-83.0647,G26009902610001,G26009902610001,G26099,1,0
R_7ngoVCn3KohiPG9,36.213,-86.3011,G47018900306001,G47018900306001,G47189,1,0
R_52obd58kwfp7eta,39.8147,-105.1168,G08005900103035,G08005900103035,G08059,1,0
R_6KnKE0MI2zSKBbP,42.3575,-83.2162,G26016305472004,G26016305454001,G26163,1,0
R_5z73HZo3EjOn3NA,44.917,-73.1277,G50001100105002,G50001100105002,G50011,3,0
R_7woj3pl7vvBC7nK,29.7805,-95.5129,G48020104305002,G48020104305002,G48201,1,0
R_5dnlAiZCC8JNKTU,42.2532,-84.3877,G26007500004005,G26007500004005,G26075,3,0
R_3xIko2QYs0vmvrX,35.1947,-80.744,G37011900019193,G37011900019193,G37119,1,0
R_7n1nBdaJ3tuh3ix,42.3471,-83.2899,G26016305720001,G26016305720002,G26163,1,0
R_3YGoCUF4dEXPOWM,40.6758,-73.8163,G36008100168002,G36008100168002,G36081,1,0
R_7tqUBFqhaLUeq7P,26.4554,-80.0755,G12009900068022,G12009900068022,G12099,1,0
R_5dsnp7LRX9XRlWv,34.0772,-117.4506,G06007100033012,G06007100033012,G06071,1,0
R_32EWeFkJ0dlPoIw,26.2154,-80.271,G12001100204181,G12001100204111,G12011,1,0
R_3pfEoc1gJtSkBok,34.5701,-83.3091,G13025709703021,G13025709703021,G13257,7,0
R_6JKt0MEO6rOgEgR,27.8895,-82.2421,G12005700134091,G12005700134091,G12057,1,0
R_1wfdNOFaIZba2jv,32.8003,-117.2438,G06007300079121,G06007300079033,G06073,1,0
R_3mkj31y5maGARER,33.0326,-96.7859,G48008500316553,G48008500316551,G48085,1,0
R_1z7aaPetV9qFUnn,40.3052,-79.5418,G42012908041003,G42012908041001,G42129,1,0
R_52hd0DtJ4uvkN44,44.5228,-89.5583,G55009709609001,G55009709609001,G55097,4,0
R_3mfYncoZP7yTwcR,28.0647,-80.6206,G12000900649024,G12000900649021,G12009,2,0
R_3qypDIi8mFw8xPk,40.7123,-74.0068,G36006100031002,G36006100031001,G36061,1,0
R_5PGIoRG6zu5wYZk,40.1215,-75.3269,G42009102035003,G42009102035001,G42091,1,0
R_1114fvP6rCqfUTD,21.4535,-158.0193,G15000300089063,G15000300089063,G15003,1,0
R_6ktxgE586WrcIyy,35.9645,-85.0546,G47003509704011,G47003509704002,G47035,4,0
R_6frDJRwXpPAlI1Z,39.0427,-76.4346,G24000307310032,G24000307310032,G24003,1,0
R_7Cts7mypspmxNND,36.122,-115.086,G32000300017091,G32000300017091,G32003,1,0
R_7eJ1fmDjv3SMep4,45.7168,-122.6899,G53001100409081,G53001100409081,G53011,1,0
R_1lWGjyvsyFWmACU,47.8534,-122.2438,G53006100417035,G53006100417031,G53061,1,0
R_5Hnl6p9bfk9fCys,40.2,-84.8299,G18013509516004,G18013509516004,G18135,6,0
R_34fd9DJBxpTrJLP,42.8697,-73.999,G36009300324041,G36009300324041,G36093,2,0
R_3eWqRwhTpvUuxTT,43.004,-84.5693,G26003700108011,G26003700108011,G26037,2,0
R_1qeWhVVnDdXPZej,32.9379,-80.0283,G45001500209043,G45001500209043,G45015,2,0
R_662jl4TFTaNW4WB,36.6258,-88.7365,G21008300205001,G21008300205001,G21083,6,0
R_1o9fIawRjal2a8F,30.8521,-86.204,G12013109501024,G12013109501024,G12131,2,0
R_3iaDhMzgBHtcym7,42.2004,-71.6868,G25002707382021,G25002707382022,G25027,2,0
R_1ItO6v94gkMV3L5,42.3268,-71.1341,G25002104011001,G25002104011001,G25021,1,0
R_3ePixP4ZJ3QrmNk,41.5194,-71.277,G44000500404002,G44000500404002,G44005,1,0
R_1I2EHFLd82FQhNL,35.4155,-80.6143,G37002500425012,G37002500425012,G37025,1,0
R_6wLKtrt8lxpPBfP,37.7183,-122.4103,G06007509805011,G06007509805011,G06075,1,0
R_7NxeMmMi01Dit1k,32.7597,-96.7808,G48011300209002,G48011300034001,G48113,1,0
R_6VrqRUvGEqZbE9c,38.7678,-75.2978,G10000500508061,G10000500508034,G10005,4,0
R_3FFvShx6Sk3Yn7z,38.6433,-90.2575,G29051001191023,G29051001191024,G29510,1,0
R_6Bu4z9T6URuUygG,35.5974,-91.2534,G05006704803003,G05006704803003,G05067,6,0
R_7v8kjDG5aqckjKJ,26.1486,-80.2768,G12001100605041,G12001100605041,G12011,1,0
R_3N4dHZhs6JwhkZj,47.3121,-122.3661,G53003300303113,G53003300303113,G53033,1,0
R_6DkLujZy3D8p1wh,38.9694,-94.6266,G20009100516004,G20009100516002,G20091,1,0
R_3KVC6x2pPAtcwOl,39.7436,-86.1158,G18009703573002,G18009703573002,G18097,1,0
R_5S0Q80TcJEXmPHb,32.8003,-117.2438,G06007300079121,G06007300079033,G06073,1,0
R_3SdDBUmssrOGuYC,30.6002,-94.4127,G48045709505001,G48045709505001,G48457,8,0
R_7oqiUkMeecabHax,41.7492,-70.0699,G25000100109003,G25000100109003,G25001,3,0
R_7CI8bKbqDlX3qiX,39.632,-84.2634,G39011300505033,G39011300505033,G39113,2,0
R_6gT5KyL7QMOUWJi,41.0272,-80.7518,G39009908122003,G39009908122003,G39099,2,0
R_7ePfJstKOMm2pSV,42.2284,-87.9722,G17009708645102,G17009708645102,G17097,1,0
R_7Ows7pXMwGA0hKK,40.7908,-85.8327,G18016901028004,G18016901028001,G18169,6,0
R_32Ds1gKJISJvhGH,33.0951,-96.8805,G48012100215201,G48012100215201,G48121,1,0
R_77NMV3FndnA18u5,42.5516,-71.9067,G25002707081003,G25002707081003,G25027,2,0
R_3xDicqYDg0VHbQy,27.792,-80.4807,G12006100508061,G12006100508063,G12061,3,0
R_7dyqALwQVobk0Zd,33.9993,-118.2868,G06003702321203,G06003702321203,G06037,1,0
R_7qUvgacDIzgK5A5,33.0443,-89.5684,G28000700604002,G28000700604002,G28007,6,0
R_7QXLquYopdt2dZb,43.8924,-84.4235,G26005100005002,G26005100005002,G26051,8,0
R_1dZoAKRF0JxgKT7,35.6828,-78.5977,G37018300528143,G37018300528082,G37183,1,0
R_6NFcXCfuQtJximt,40.1551,-76.6021,G42007100107013,G42007100107013,G42071,2,0
R_10OuekT1kzJGhmR,37.1561,-90.7039,G29022306903002,G29022306903002,G29223,9,0
R_3kvNGoXYWIpuAaj,29.5359,-98.4943,G48002901913042,G48002901913042,G48029,1,0
R_1oKM0fAUO31ElpQ,42.3888,-83.1895,G26016305373001,G26016305373001,G26163,1,0
R_5P5HBI89AdWaRvF,32.8548,-97.0819,G48043901135172,G48043901135172,G48439,1,0
R_3Qj91XjJE9STs8p,30.0106,-95.4498,G48020105503071,G48020105503023,G48201,1,0
R_6Hov0SKx2gk8LoH,45.461,-122.7052,G41005100065022,G41005100065021,G41051,1,0
R_7C8g5CTqMIBmxQV,40.7588,-73.5661,G36005903042034,G36005903042034,G36059,1,0
R_5dYdXu53rq5FTwA,35.1293,-80.864,G37011900031052,G37011900031052,G37119,1,0
R_7hbFrXLavVzxFTz,38.957,-76.9144,G24003308066012,G24003308066012,G24033,1,0
R_11cEpV2xJF7RAay,38.5753,-90.2651,G29051001154002,G29051001154002,G29510,1,0
R_3axIEJ53evYaxEJ,37.5126,-105.0569,G08005509609021,G08005509609002,G08055,8,0
R_6LizEiwdIMzsK8u,33.7344,-84.0986,G13008900233182,G13008900233031,G13089,1,0
R_1hnyTYsv9tdQDPX,32.7797,-96.8022,G48011300031021,G48011300031012,G48113,1,0
R_79mtq26Z3khH3kB,38.867,-76.8173,G24003308007011,G24003308007012,G24033,1,0
R_5IcUvHOCVDmJzcS,42.0307,-87.8107,G17003108054023,G17003108054023,G17031,1,0
R_1H5iZq2dujX9VX5,30.2296,-81.8124,G12003100137232,G12003100137232,G12031,1,0
R_5fENn3KjVFh7tLP,35.2522,-80.8263,G37011900052002,G37011900052002,G37119,1,0
R_6WNlfejF2VNCa7l,43.6381,-84.2029,G26011102908004,G26011102908004,G26111,3,0
R_5V4ir0R8t9EWeux,44.0397,-88.7523,G55013900020023,G55013900020005,G55139,3,0
R_7eQPj4en4xJ9PoP,34.2683,-84.7364,G13001509601031,G13001509601021,G13015,1,0
R_5njkNPW2UCUa9Nf,40.3061,-75.1483,G42001701046042,G42001701046042,G42017,1,0
R_60UplckamSdPigQ,28.0109,-82.4948,G12005700119102,G12005700119024,G12057,1,0
R_5J7VYoo2OcE5QhX,44.4768,-68.0879,G23000909658001,G23000909658001,G23009,8,0
R_3YzFzAStovzLr6J,36.1515,-86.792,G47003700195012,G47003700195002,G47037,1,0
R_5nPI6ij2WYvo9Qm,46.1478,-122.9711,G53001509800001,G53001500003001,G53015,3,0
R_14GXgFHf2LwYJWz,38.5092,-121.4956,G06006700038001,G06006700038001,G06067,1,0
R_1lH7RIUTnNV5on7,36.291,-82.5001,G47017900617032,G47017900617023,G47179,3,0
R_3SiShCn5lByo4ox,42.0307,-87.8107,G17003108054023,G17003108054023,G17031,1,0
R_7CpG0kW19etcnbo,40.7961,-73.9513,G36006100143001,G36006100143001,G36061,1,0
R_1QJzjT9jUmL523P,33.6416,-117.6898,G06005900524152,G06005900524152,G06059,1,0
R_3xFThuY6h8yhcs0,38.9336,-92.363,G29001900012023,G29001900012021,G29019,3,0
R_6UIHxgO4j4JcvOV,35.006,-76.8106,G37013709502032,G37013709502013,G37137,9,0
R_5w9knNGFLihxqFz,42.9282,-85.5473,G26008100122011,G26008100122011,G26081,1,0
R_7t7Akn0hqzaHc1H,42.595,-82.915,G26009902407002,G26009902407004,G26099,1,0
R_5xUXw5hsMB7gd4X,41.5798,-83.666,G39009500071042,G39009500071011,G39095,2,0
R_6lE7KLGZLB5cFCS,32.7597,-96.7808,G48011300209002,G48011300034001,G48113,1,0
R_3qfIc14wpkUtMiy,35.3071,-93.0676,G05011509512011,G05011509512001,G05115,5,0
R_3d9YmW0Nch1ZwXL,42.6701,-73.7754,G36000100003011,G36000100003002,G36001,2,0
R_5LjxBQMvRjcWzYO,40.1368,-79.3398,G42012908086002,G42012908086003,G42129,1,0
R_5ffHaD95ujNPizM,38.1842,-85.8375,G21011100126043,G21011100126043,G21111,1,0
R_1WJ5VcvNmxiuzEN,40.7063,-89.4203,G17017900223003,G17017900223003,G17179,2,0
R_6qPcXsswYHP2pz9,33.5157,-117.7109,G06005900423172,G06005900423172,G06059,1,0
R_3YttpYWMNDAIpeP,44.7603,-85.618,G26005505512001,G26005505512001,G26055,3,0
R_5CffovN8Y3C3iCO,42.3755,-83.2883,G26016305553002,G26016305553002,G26163,1,0
R_5dN6gGDxz7rRRpz,36.6773,-76.9343,G51062000901001,G51062000901001,G51620,6,0
R_3PpEUOIWbtWuTwl,26.2154,-80.271,G12001100204181,G12001100204111,G12011,1,0
R_38IgrO2KEr1dofH,33.1371,-96.7488,G48008500305122,G48008500305122,G48085,1,0
R_1GvuS79FRJpY05B,37.045,-76.4067,G51065000103111,G51065000103111,G51650,1,0
R_1gIK6qN2tv9xrbB,29.5656,-95.2747,G48003906604023,G48003906604002,G48039,1,0
R_1iIQZ1584t5TQjr,30.2781,-94.2167,G48019900305012,G48019900305012,G48199,2,0
R_11c6MKNqCZWUyxv,39.1244,-76.495,G24000307313072,G24000307313072,G24003,1,0
R_7KkiFs3dBORcR0x,42.6329,-82.8909,G26009902234022,G26009902234001,G26099,1,0
R_3ohRfkfey37LeWB,42.1358,-87.9427,G17003108025041,G17003108025041,G17031,1,0
R_7Td8956hQiYHJK1,44.5974,-71.5087,G33000709504001,G33000709504002,G33007,7,0
R_7aCdnjeEZKDBfDb,42.0774,-71.0446,G25002305106001,G25002305106001,G25023,1,0
R_74HvhXeyvzpnr8r,36.8558,-76.0042,G51081000446003,G51081000446003,G51810,1,0
R_1FEdfYwQNyKpP1W,35.3596,-82.4266,G37008909304022,G37008909304023,G37089,2,0
R_3JoFQVbmzNZYJWN,40.7597,-74.1836,G34001300091001,G34001300091001,G34013,1,0
R_3Md8Psph96BKUbn,39.0127,-77.5342,G51010706110281,G51010706110242,G51107,1,0
R_5nsrLK6SPD367ap,36.1988,-86.7881,G47003700127021,G47003700127021,G47037,1,0
R_6tKjSe9KTDqla6i,42.4713,-78.9329,G36002900175012,G36002900175012,G36029,1,0
R_55ZUA9gQUiflEAl,29.8738,-95.5233,G48020105324004,G48020105324003,G48201,1,0
R_5R75j01cItUykTf,38.867,-76.8173,G24003308007011,G24003308007012,G24033,1,0
R_71ZSuRXvlEX5Bfg,45.5248,-122.6789,G41005100051024,G41005100051002,G41051,1,0
R_3QPPg4nxsYWnQ6E,34.7981,-82.3959,G45004500021031,G45004500021031,G45045,2,0
R_1aL9KT90kVrMcdr,36.0188,-94.0049,G05014300101121,G05014300101051,G05143,2,0
R_3OpDbFVTwLtXHL9,37.8135,-121.9658,G06001303451143,G06001303451143,G06013,1,0
R_6mVK9G4aCXKpHQ5,28.0109,-82.4948,G12005700119102,G12005700119024,G12057,1,0
R_7MIsDhZSsBcSesh,41.1928,-73.2389,G09000100610002,G09000100610001,G09001,#N/A,0
R_1riRhf5V8iQjJJR,40.5672,-79.9708,G42000304141022,G42000304141022,G42003,1,0
R_6hGyygQuypBiixr,37.3664,-81.111,G54005500014003,G54005500014003,G54055,4,0
R_7vCtWVq4Z7Beq7D,28.5788,-81.4396,G12009500124031,G12009500124031,G12095,1,0
R_6KqfJfjPBj448bP,33.4085,-94.1819,G48003700112022,G48003700112001,G48037,3,0
R_1gcGMs2gZAgNJPD,26.5921,-81.6784,G12007100403032,G12007100403033,G12071,2,0
R_7R87UzzdEnp1IdB,40.8,-73.9763,G36006100187001,G36006100187001,G36061,1,0
R_5EFxWVfPVjK4aOt,34.0389,-84.3826,G13012100114452,G13012100114184,G13121,1,0
R_12y8rAZvpDem2BB,41.2367,-74.4936,G34003703714002,G34003703714002,G34037,1,0
R_61XzxnZX1jUfEBZ,41.0942,-82.3901,G39007709166002,G39007709166002,G39077,4,0
R_3OU1ZPyAaUwo0w6,44.1036,-69.3666,G23001509752002,G23001509752002,G23015,8,0
R_3YWJ49A87OJ7KKT,41.1682,-73.2689,G09000100605002,G09000100605001,G09001,#N/A,0
R_1PRyl4NY69pgZVP,42.2917,-71.7858,G25002707304012,G25002707304012,G25027,2,0
R_5Ce2sNXzsLTvV2u,26.2822,-80.1156,G12001100107022,G12001100107022,G12011,1,0
R_6N8ukGLmGdXPb6f,36.9573,-76.5471,G51009302801081,G51009302801031,G51093,1,0
R_7bSGeC7d8JN8tCF,35.822,-80.2615,G37005700616001,G37005700616001,G37057,2,0
R_6bQ40jD8kE2qzc4,36.1187,-86.2626,G47018900308002,G47018900308002,G47189,1,0
R_32LdMcELN2JYTCm,38.0858,-85.651,G21011100117111,G21011100117111,G21111,1,0
R_5bOc6LbV3w8yO7y,41.6609,-81.4422,G39008502020004,G39008502020004,G39085,1,0
R_6029Fhfzi1tOzJl,27.5404,-80.4094,G12011103811051,G12011103811011,G12111,2,0
R_6FhUVNe5TOxrOsg,27.543,-82.5602,G12008100015012,G12008100015011,G12081,2,0
R_7CvM3Xa7jf2siKD,33.8775,-84.5017,G13006700311112,G13006700311111,G13067,1,0
R_1QlRcz1RrpeH5pU,40.495,-111.4102,G49005109602013,G49005109602001,G49051,4,0
R_5EsgTV34Z33OIlX,30.6621,-97.0089,G48033109507005,G48033109507004,G48331,6,0
R_3kaXmXw5pwPe9cH,41.5412,-88.0546,G17019708822001,G17019708822003,G17197,1,0
R_1wmoCbon0slJBRQ,30.5218,-84.2626,G12007300024161,G12007300024161,G12073,2,0
R_7EAZFOKpVcogzqQ,26.2148,-98.231,G48021500210031,G48021500210003,G48215,2,0
R_1JzCdWshq22X79L,40.8156,-73.509,G36005905183004,G36005905183004,G36059,1,0
R_3DI5Q4Kb772IQHj,40.0958,-77.0345,G42013300204211,G42013300204203,G42133,2,0
R_6S6YNyt9wC4Y8WR,32.7797,-96.8022,G48011300031021,G48011300031012,G48113,1,0
R_7DYuXEAaG543wKR,32.7267,-103.1287,G35002500005033,G35002500005033,G35025,5,0
R_3EJeDmsR0LN5D5D,33.4475,-112.0866,G04001301143011,G04001301143011,G04013,1,0
R_11CWrzbo0mnzCq5,42.9208,-108.5913,G56001309402021,G56001309402021,G56013,7,0
R_3hGgCPByWx6am6F,40.9645,-80.5483,G39009908136013,G39009908136006,G39099,2,0
R_6EMaa3TfEnQ8TsN,35.8697,-83.7462,G47015500802021,G47015500802022,G47155,4,0
R_7UM79MfNbX55QYx,47.9005,-122.2472,G53006100418131,G53006100418061,G53061,1,0
R_6a4xvshS7brm1gZ,43.0699,-76.1144,G36006700010004,G36006700010004,G36067,2,0
R_6mwtAJ8TGebC78B,47.7345,-117.447,G53006300107011,G53006300107001,G53063,2,0
R_33InVsX3UZ2cnv3,35.3868,-96.9331,G40012505010061,G40012505010011,G40125,4,0
R_7c88h2EVPniKM8x,34.9591,-83.8714,G13028109601004,G13028109601001,G13281,9,0
R_7p2GCAcAM1tha0N,33.2541,-84.2735,G13025501608003,G13025501608003,G13255,1,0
R_7ELqNffrLT9T9tA,30.1999,-85.8122,G12000500027103,G12000500027043,G12005,3,0
R_3B5rym6x5QX37L6,33.6056,-117.2662,G06006500432702,G06006500432702,G06065,1,0
R_3gAA02rN0CzVsc1,28.0036,-82.5592,G12005700116054,G12005700116054,G12057,1,0
R_1PXJJFB5rJ0asQt,40.8949,-74.011,G34000300542001,G34000300542001,G34003,1,0
R_51ZmRNIrtteJDli,40.1286,-75.0584,G42009102002001,G42009102002001,G42091,1,0
R_74kpo71Mf0l6GD8,26.2546,-80.1762,G12001100307042,G12001100307042,G12011,1,0
R_10YBXVbRZ7RSQDD,33.0287,-96.6826,G48008500320031,G48008500320031,G48085,1,0
R_3ZarlhWXhoBfcE9,41.9755,-88.0878,G17004308411044,G17004308411044,G17043,1,0
R_31h2OtQT6amZ4uH,39.0661,-94.6288,G20020900430003,G20020900450002,G20209,1,0
R_1YeURcsGbEHc4dv,38.8863,-78.5196,G51017100405011,G51017100405001,G51171,6,0
R_34SDRdQ4JNebLO1,42.781,-73.9115,G36009300218021,G36009300218006,G36093,2,0
R_7qQbYdiSv3hyQ7U,26.3898,-80.2145,G12009900077481,G12009900077481,G12099,1,0
R_7N8Lfj7rVdwTBex,33.5038,-112.0253,G04001301084004,G04001301084004,G04013,1,0
R_5ayFtdkh9cSxiHT,42.9908,-75.962,G36006700152032,G36006700152032,G36067,2,0
R_172u5WuNBUkR2xz,39.1181,-76.8396,G24002706069073,G24002706069073,G24027,1,0
R_6pYFgiSGDtRktpr,38.271,-77.5495,G51017700201101,G51017700201101,G51177,1,0
R_1NPoyFaMr2me65q,38.3955,-84.2906,G21009709504002,G21009709504002,G21097,6,0
R_1Sw1SveOsEWkN1N,29.2208,-81.014,G12012700812022,G12012700812001,G12127,2,0
R_5X7kPdAKRCCIMQG,39.2438,-107.2128,G08009700001023,G08009700001004,G08097,7,0
R_7ruishSCXudoNzP,33.8486,-84.3557,G13012100096072,G13012100096022,G13121,1,0
R_3ByxkxmeBusK67t,36.1724,-115.0677,G32000300005172,G32000300005172,G32003,1,0
R_1YuqsdYLiTBuiOu,28.0791,-82.5245,G12005700114181,G12005700114181,G12057,1,0
R_11MSn25BIns3UGJ,41.4443,-71.5317,G44000900513062,G44000900513062,G44009,1,0
R_3zG4RBBDKhxlB4d,45.0228,-93.3012,G27005301008001,G27005301008001,G27053,1,0
R_1noqpVBQaqfDvhl,38.0076,-85.6921,G21002900203001,G21002900203001,G21029,1,0
R_3YGwVNIB5KankOJ,40.7265,-74.1782,G34001300067001,G34001300067001,G34013,1,0
R_6Pe6i8GEH6SRrcL,33.4314,-105.6776,G35002709604022,G35002709604002,G35027,7,0
R_70qz6t3SxlrVTxv,39.2102,-94.6372,G29016500300043,G29016500300015,G29165,1,0
R_3rMQdxFhVpplkrv,34.0782,-84.6485,G13005700911041,G13005700911031,G13057,1,0
R_1LLihxz7ecjYJcO,41.5695,-72.344,G09001107141031,G09001107141031,G09011,#N/A,0
R_50GwqwNB8uKrCac,39.0851,-77.059,G24003107032143,G24003107032142,G24031,1,0
R_1n9FrM7OEYoZMR9,27.4583,-82.5287,G12008100008122,G12008100008032,G12081,2,0
R_3QQa7mQcxprq5U3,28.1984,-81.487,G12009700411012,G12009700411001,G12097,1,0
R_1zA1zsVoSwtbCkp,35.1312,-84.0388,G37003909303001,G37003909303001,G37039,9,0
R_1jTwpOrVd6aIaEY,44.8306,-92.9393,G27016300712081,G27016300712083,G27163,1,0
R_1aahyVhtlLAr4QX,42.62,-73.8343,G36000100142033,G36000100142033,G36001,2,0
R_1saYXIUInopVCN4,40.6981,-111.9999,G49003501134063,G49003501134063,G49035,1,0
R_7q9iG1tIdZr4x3o,41.3722,-82.1087,G39009300976004,G39009300708001,G39093,1,0
R_6wiS8JXpYFGcAaj,38.8113,-121.2643,G06006100211302,G06006100211301,G06061,1,0
R_7MGuJxTaKVO0W11,43.2123,-77.6995,G36005500135051,G36005500135051,G36055,1,0
R_1JVmhNdoUJKDCDO,29.7173,-95.6296,G48020104518004,G48020104518002,G48201,1,0
R_5qnqlbn51aFcPsZ,30.5259,-90.4775,G22010509540012,G22010509540011,G22105,3,0
R_1jUJqJFHuK0UsC7,34.9672,-81.0491,G45009100607004,G45009100607001,G45091,1,0
R_5LvI7OzFKhBGRnX,36.0499,-83.9228,G47009300051002,G47009300051002,G47093,2,0
R_6DYdofDGXsLdQw4,41.7057,-88.1946,G17019708803092,G17019708803092,G17197,1,0
R_7cgFbsCosU59Rvz,37.751,-97.822,G20015500018002,G20015500018002,G20155,4,0
R_5s5xfezSCQA7Vd8,32.7666,-97.0075,G48011300153042,G48011300153041,G48113,1,0
R_7CsdDVk8HzXmQdD,33.9978,-83.7124,G13001301803022,G13001301803022,G13013,1,0
R_60DAKTKcCYDjjxO,39.1667,-121.5048,G06011500409011,G06011500409011,G06115,3,0
R_3PtnJU3KytYtY9I,40.4465,-75.8206,G42001100137011,G42001100137011,G42011,2,0
R_5trjK1SdyKDvqKN,43.1604,-88.1173,G55013302002013,G55013302002011,G55133,1,0
R_1hPY4CjCADE25f6,40.8596,-73.9316,G36006100287001,G36006100287001,G36061,1,0
R_6koVqtipBJyVFqp,40.3775,-79.9613,G42000304804004,G42000304804004,G42003,1,0
R_1oy4tS00cSdjfUZ,46.3646,-116.8609,G16006909400005,G16006909400005,G16069,3,0
R_6wBwb63PC9iFYsh,42.3047,-73.6552,G36002100007001,G36002100007001,G36021,6,0
R_3V7uo98yTDJkRvE,39.9587,-82.9987,G39004900040022,G39004900040001,G39049,1,0
R_6W40i7mEd1comt3,45.0123,-93.3447,G27005300217005,G27005300217005,G27053,1,0
R_739XZhuiS4mD65b,37.0368,-88.5934,G21014500310004,G21014500310004,G21145,3,0
R_35zoxs6j8yD3G43,33.8925,-98.5293,G48048500127001,G48048500127001,G48485,3,0
R_5DOf0HwKmfPprt7,38.4782,-122.7475,G06009701528012,G06009701528012,G06097,2,0
R_1HmEd69so9ac7dv,44.9399,-93.2548,G27005300085002,G27005300085003,G27053,1,0
R_61HrZwS0ZA4QQp6,39.0805,-84.4559,G21003700523012,G21003700523012,G21037,1,0
R_3VMsBmw7nh52jjX,42.3562,-71.0631,G25002509817001,G25002509817001,G25025,1,0
