IPAddress,Duration (in seconds),responseId,LocationLatitude,LocationLongitude,Q2,Q3,Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q10_1,Q10_2,Q10_3,Q10_4,Q14_14,Q10_13,Q10_12,Q10_5,Q10_7,Q10_6,Q10_8,Q10_9,Q10_10,Q10_11,Q14b_1,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q109,Q113,Q114,Q116,Q117,Q16_1,Q16_2,Q17,Q20#1_1_1,Q20#1_2_1,Q20#1_3_1,Q20#1_4_1,Q20#1_5_1,Q20#1_6_1,Q20#1_7_1,Q20#1_8_1,Q20#1_9_1,Q20#1_10_1,Q20#1_11_1,Q20#1_12_1,Q20#1_13_1,Q20#1_14_1,Q20#2_1,Q20#2_2,Q20#2_3,Q20#2_4,Q20#2_5,Q20#2_6,Q20#2_7,Q20#2_8,Q20#2_9,Q20#2_10,Q20#2_11,Q20#2_12,Q20#2_13,Q20#2_14,Q118,Q22#1_1_1,Q22#1_2_1,Q22#1_3_1,Q22#1_4_1,Q22#1_5_1,Q22#1_6_1,Q22#1_7_1,Q22#1_8_1,Q22#1_9_1,Q22#1_10_1,Q22#1_11_1,Q22#1_12_1,Q22#1_13_1,Q22#1_14_1,Q22#2_1,Q22#2_2,Q22#2_3,Q22#2_4,Q22#2_5,Q22#2_6,Q22#2_7,Q22#2_8,Q22#2_9,Q22#2_10,Q22#2_11,Q22#2_12,Q22#2_13,Q22#2_14,Q119,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q25,Q26,Attn check 1,Q28_2,Q28_3,Q30_1,Q30_2,Q31_1,Q31_2,Q32,Q33,Q34,Q103,Q104,Attn check 2,Q37,Q38,Q39,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q21_1,Q21_2,Q21_12,Q21_13,Q21_14,Q21_16,Q21_15,Q22_6,Q22_8,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q24 w attn check_6,Q102,Q48,Q49,Q50,Q51,Q52_1,Q52_2,Q101,aid
107.119.45.21,1291,R_1C1qp3Rfd1Wtwns,35,-92,1,1,4,1,4,1,12,11,11,10,20,10,10,20,20,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,90,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,4,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,70,64,147,125,97,90,5,2,8,3,,2,2,3,2,,2,2,3,2,1,4,3,5,3,5,4,5,3,6,5,5,4,5,5,7,5,4,7,4,3,72933,115,181,1,65a15c2c-d0a8-a01f-2d66-0879a22ac766
173.175.106.143,1009,R_1CCfYaRau0VDlq9,29,-98,1,1,45,2,7,1,3,4,4,20,25,5,5,35,10,1,"1,2",2,5,2,1,2,5,5,5,5,5,2,"1,2",,4,4,4,4,4,4,4,,,,,,,,,25,25,,,,20,,,,,,,,10,3,3,,,,3,,,,,,,,3,,,2,1,,0,,2,,,,,,1,2,,3,3,,3,,3,,,,,,3,3,,2,1,2,2,4,1,2,4,4,4,4,2,2,2,15,,3,22,42,64,93,63,98,5,1,8,8,,2,2,3,2,,2,2,4,2,5,4,4,4,6,7,4,1,7,6,4,7,6,4,4,7,4,"4,5,7",6,1,1,78222,2567,2582,2,6594a177-ab0a-0608-9fd8-3bb85eec5009
131.106.190.188,782,R_1CCmerb8Kt7VVbG,39,-77,1,1,21,2,4,1,12,11,11,20,40,10,10,10,10,"1,2",5,5,1,1,1,5,5,5,5,5,5,1,2,,4,4,4,4,4,4,4,,,,,,,,,0,,,0,0,0,,,,,,,20,,3,,,3,3,3,,,,,,,2,,4,0,,,,,,,,,,,,,20,3,,,,,,,,,,,,,1,,2,1,4,1,1,1,4,4,4,4,4,4,1,1,15,,3,63,42,124,64,124,64,5,3,8,"1,2",,2,2,3,2,,2,2,4,2,2,4,4,3,5,5,3,5,6,5,4,7,2,2,2,7,2,"4,5,7",3,2,1,21061,1214,1216,2,65abda28-6cc0-8a2d-caee-a5241c38f968
73.59.182.123,832,R_1CCwmze7NNpf8jb,35,-90,1,1,44,1,5,1,3,7,7,15,40,10,20,30,12,"1,2","1,2",5,"1,2",5,"1,2",5,"1,2",5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,80,20,,7,,10,,0,,,,0,20,0,3,3,,3,,3,,3,,,,3,3,3,,100,20,,10,,10,,0,,,,0,20,0,3,3,,3,,3,,3,,,,3,3,3,,2,2,4,3,4,3,4,2,4,4,4,2,3,2,15,,3,15,28,124,114,76,91,5,3,8,1,,2,3,3,2,,2,2,1,2,2,4,3,3,4,7,3,5,7,6,5,7,6,6,5,7,4,"4,5,7",3,4,1,38118,2471,60,3,659a3675-cbdc-9536-523e-f89f181828ca
172.58.219.100,1356,R_1CCz9DSQbObi9EG,42,-71,1,1,6,1,4,2,"1,12",11,12,30,40,20,30,20,20,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",1,"1,2","1,2","1,2",Hello fresh ,"1,2","1,2","1,2","1,2","1,2","1,2","1,2",1,2,3,1,3,2,2,1,10,20,30,40,20,30,40,30,20,20,30,40,20,30,1,"1,2,3","1,3",1,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",1,20,30,30,20,30,20,15,20,30,30,,20,20,20,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",,"1,2","1,2","1,2",2,1,2,2,1,2,1,2,3,2,1,2,2,3,2,18,Online on social media ,3,77,103,135,199,152,212,5,1,"2,3,5,6","1,2,3,5",,2,1,2,1,2,1,1,4,2,1,4,5,5,5,6,6,6,6,6,5,5,5,5,5,7,6,"1,4,5",8,4,3,80220,250,267,3,659d2503-e328-d9b2-1fab-90d387792b5c
76.104.155.127,897,R_1CEACQ0bX5yPRg5,47,-122,1,1,1,1,5,1,3,12,12,20,30,30,25,20,30,1,5,1,2,1,5,5,5,5,5,5,5,1,5,,1,4,4,4,4,4,4,,,,,,,,,50,,50,,65,,,,,,,,69,,2,,2,,2,,,,,,,,2,,1,,,,55,,,,,,,,,,,,,,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,20,through social media,3,19,22,27,26,32,42,1,3,8,1,,2,3,3,2,,2,2,4,2,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"2,5,7",7,3,1,35244,1,38,2,659a6bb1-3c4c-20f5-30ee-ee5551639255
174.198.69.162,4236,R_1CJX4RrNElPyYDE,41,-96,1,1,16,2,3,1,12,12,12,10,40,20,20,20,25,1,"1,2",5,"1,2",5,5,"1,2",5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,25,150,,20,,,50,,,,,,10,40,3,3,,3,,,3,,,,,,2,2,2,,200,,0,,,40,,,,,,20,0,,3,,3,,,3,,,,,,2,3,3,1,1,4,2,2,2,4,4,4,4,4,4,2,1,20,It was new to our community and recommended by our friends and neighbors. ,3,32,31,42,42,47,46,5,2,8,"1,3",,2,3,3,2,,2,2,2,1,1,4,5,4,5,6,4,4,5,6,5,7,5,5,5,7,4,"4,5,7",7,4,3,50613,805,812,2,65bdb2ff-299a-73cf-0ffd-8a6db94c1533
45.25.20.214,1734,R_1CNU0FtuyiZxYNz,30,-90,1,1,10,1,4,1,3,6,7,50,100,30,30,0,20,"1,2","1,2",5,"1,2","1,2","1,2",5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,100,50,,20,30,20,,,,,,,50,0,3,3,,3,2,3,,,,,,,3,3,3,120,60,,40,60,50,,,,,,,75,0,3,3,,3,2,3,,,,,,,3,3,4,2,1,4,3,1,2,4,4,4,4,4,4,3,4,15,,3,61,61,164,186,90,91,5,3,4,1,,2,3,2,3,,2,3,3,4,1,4,2,3,2,5,5,3,6,4,5,5,5,5,6,7,4,"2,4,5,7",3,4,3,32114,330,394,3,659b60b3-3d7a-68f9-8325-85fc8dd897c9
73.59.66.133,367,R_1CNxCwES0Wpkqid,48,-122,1,1,49,1,4,1,12,12,12,10,10,5,10,10,10,"1,2","1,2",5,5,5,5,5,5,5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,25,20,,,,,,,,,,,10,,3,3,,,,,,,,,,,3,,,25,20,,,,,,,,,,,10,,3,3,,,,,,,,,,,3,,,2,2,2,4,4,4,4,4,4,4,4,4,2,4,15,,3,55,54,53,31,46,37,5,3,8,4,,2,3,3,3,,2,2,4,2,1,4,2,3,3,5,2,2,1,4,4,4,4,4,2,7,4,"4,5",7,4,3,98258,3001,3032,2,65b5f03d-0652-7871-cd2d-ac51bd4a51dd
172.59.228.245,688,R_1CPJZAfqLBmXKUm,40,-105,1,1,6,1,3,4,12,10,10,15,45,12,15,20,30,"1,2","1,2",5,"1,2","1,2","1,2","1,2",5,5,5,1,"1,2","1,2","1,2",Hello Fresh,4,4,4,4,4,4,4,,,,,,,,,55,42,,10,5,10,10,,,,25,10,25,15,1,"1,2",,1,1,"1,2","1,2",,,,1,"1,2","1,2","1,2",4,55,42,,10,5,5,10,,,,,15,20,15,"1,2",1,,"1,2",1,1,"1,2",,,,,1,"1,2",1,4,1,2,3,1,2,1,2,4,4,4,1,1,2,2,15,,3,12,26,18,26,37,32,4,1,8,1,,2,2,3,2,,1,1,1,2,1,4,6,3,7,6,2,1,1,6,2,7,7,1,1,7,1,"1,3,4",7,1,1,80022,250,251,3,65b6a373-3b41-afe7-dccb-a96b4bb86370
107.144.241.153,2195,R_1CPtkkAkZTn42MF,35,-119,1,1,5,2,5,1,1,12,12,40,300,50,40,100,0,"1,2","1,2","1,2",5,1,5,5,5,5,5,5,5,5,5,,"1,2",4,4,4,4,4,4,,,,,,,,,100,100,230,,100,,,,,,,,,,2,2,2,,2,,,,,,,,,,4,100,100,330,,,,,,,,,,,,2,2,2,,,,,,,,,,,,4,2,2,2,4,2,4,2,4,4,4,4,4,4,4,15,,3,120,120,60,61,89,88,5,1,1,"5,7",,2,3,3,2,,2,2,4,2,1,5,7,7,7,2,7,7,7,7,7,7,7,7,4,7,7,"2,3,6",8,4,1,93309,191,206,2,65ac76a4-96e8-6807-6a50-69e316ce3c48
174.134.34.252,758,R_1CTuCyGgBanwkGK,35,-119,1,1,5,2,5,1,12,2,6,20,100,20,20,20,50,"1,2","1,2",5,5,5,"1,2",5,5,5,5,5,5,5,5,,4,4,4,4,"1,2",4,"1,2",,2,,,3,1,,,100,100,,,,50,,,,,,,,,1,3,,,,3,,,,,,,,,,100,100,,,,50,,,,,,,,,3,3,,,,3,,,,,,,,,,2,1,4,3,3,2,4,4,4,4,4,4,4,4,15,,3,30,35,83,107,20,21,5,1,8,1,,2,3,2,1,2,1,2,1,2,1,4,4,1,7,7,4,4,7,7,4,6,7,7,4,7,4,"3,4,7",4,4,3,93268,191,206,1,65998113-1636-f6df-6549-4928c6277228
174.60.168.255,477,R_1CV82tKGWqOIvIM,40,-77,1,1,39,1,3,1,"3,12",5,5,0,50,100,50,50,20,"1,2",1,5,"1,2",5,5,5,5,5,5,5,1,"1,2",5,,4,4,2,"1,2","1,2",4,4,,1,3,,,2,1,,25,50,,50,,,,,,,,10,20,,2,2,,2,,,,,,,,2,2,,2,20,,,45,,,,,,,,,30,,2,,,2,,,,,,,,,2,,4,3,2,4,3,3,4,4,4,4,4,4,3,3,1,15,,3,40,39,45,31,60,81,4,1,4,1,,2,1,1,1,1,1,1,1,2,1,2,2,2,2,6,5,6,5,6,6,6,6,6,6,7,6,"4,6,7",3,2,1,17112,2283,2305,2,6598a938-bd58-f9b2-88e8-e32640d8699a
67.44.208.181,1977,R_1CYbAGgxiARS31n,36,-87,1,1,44,2,2,1,12,3,3,15,20,10,15,15,12,"1,2",5,5,"1,2","1,2","1,2",5,5,5,5,5,5,"1,2",5,,4,"1,2",4,4,4,4,4,,,,,,,,,80,,,20,20,50,,,,,,,20,,3,,,"2,3",2,3,,,,,,,3,,4,80,,,20,20,50,,,,,,,20,,3,,,3,2,3,,,,,,,3,,4,2,4,4,2,2,2,4,4,4,4,4,4,2,4,15,,3,19,18,34,35,33,29,5,1,8,1,,2,2,2,2,,2,2,4,2,4,4,4,3,5,5,3,4,5,4,4,4,4,4,4,7,4,4,5,2,1,37066,2471,1001,2,659a63b5-abda-8052-2973-b45971bd1cb4
172.59.64.174,656,R_1CejHpHcpCYTy1n,30,-82,1,1,10,1,4,6,12,8,8,20,100,20,20,20,20,"1,2","1,2",5,"1,2","1,2",5,5,5,5,5,5,5,"1,2",5,,2,4,1,4,4,4,4,,,,,,,,,120,60,,10,10,,,,,,,,20,,"1,2",3,,3,2,,,,,,,,3,,4,60,40,,10,10,,,,,,,,20,,3,3,,3,2,,,,,,,,3,,4,2,2,4,2,2,4,4,4,4,4,4,4,3,4,15,,3,21,21,40,39,60,61,5,1,8,6,,2,3,3,3,,2,2,5,3,3,4,4,4,5,4,5,3,6,4,5,5,5,5,3,7,6,"3,4,5",7,4,3,32244,330,345,3,6599b0f5-5d35-61ce-231b-ead273df76be
172.58.14.78,970,R_1Ckcr5NuHUHYJPW,45,-93,1,1,24,2,4,1,12,1,1,40,20,30,10,0,0,"1,2","1,2",5,"1,2",5,"1,2",5,5,5,5,5,5,5,5,,4,4,4,4,"1,2",4,4,,3,,,,,,,100,100,,50,,20,,,,,,,,,3,3,,3,,3,,,,,,,,,,100,100,,50,,20,,,,,,,,,3,3,,3,,3,,,,,,,,,,2,2,4,2,4,2,4,4,4,4,4,4,4,4,15,,3,26,30,32,26,21,29,5,1,1,1,,2,1,1,1,1,1,1,4,4,3,4,5,6,6,7,5,2,6,6,7,6,6,6,2,7,5,"4,5,7",5,4,1,55032,1338,1351,1,659a66b7-b3a7-d540-2f11-85178b962991
73.242.201.123,722,R_1Clg93pSYcMCEEj,32,-107,1,1,32,2,4,2,1,11,11,10,30,15,20,0,15,1,1,5,5,1,1,2,5,5,5,5,5,1,5,,4,4,4,4,2,4,4,,,,,,,,,90,50,,,20,30,,,,,,,20,,3,3,,,2,3,,,,,,,3,,1,,,,,,,0,,,,,,,,,,,,,,3,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,27,26,148,142,107,139,5,3,8,1,,2,3,3,2,,2,2,4,2,5,1,5,5,4,7,5,5,6,7,3,5,5,3,7,7,3,4,7,4,1,90660,1827,1835,2,65ab22f5-f1d9-3d71-c135-76bd425bcfb7
72.88.150.216,1229,R_1CqIIOEtfu6chIC,40,-75,1,1,31,2,5,1,12,11,11,25,40,35,40,20,50,"1,2","1,2",5,"1,2",5,"1,2",5,1,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,220,20,,50,,5,,15,,,,,50,50,3,3,,3,,3,,3,,,,,3,3,,220,20,,50,,5,,,,,,,50,50,3,3,,3,,3,,,,,,,3,3,,2,3,4,2,4,3,4,3,4,4,4,4,2,2,15,,3,19,22,58,64,61,64,5,3,8,2,,2,3,3,2,,2,2,3,4,2,4,4,4,5,6,4,4,6,4,4,5,5,4,6,7,4,"4,5,7",7,3,2,8618,1805,675,2,65ac280b-bdd9-b554-8087-7c578868bf9e
64.19.107.166,2412,R_1CswKGOREcofc7b,35,-97,1,1,37,2,4,1,"1,12",11,11,8,25,15,30,30,15,"1,2","1,2",5,5,5,"1,2","1,2",5,5,5,2,5,"1,2","1,2",Hello fresh,1,4,4,4,4,4,4,,,,,,,,,50,24,,,,30,20,,,,,,40,15,3,3,,,,3,3,,,,,,3,3,,40,50,,,,25,30,,,,50,,30,30,3,3,,,,3,3,,,,2,,3,3,4,3,2,4,4,4,1,2,4,4,4,4,4,3,2,15,,3,82,79,92,77,28,61,5,1,5,1,,2,3,3,1,2,1,1,1,4,2,4,5,1,5,6,2,3,2,5,3,6,7,6,6,7,4,"3,4,5",7,4,3,74872,2168,2193,1,65ac5e6a-280e-1dd2-cbd5-484ad8588e97
76.184.167.56,2626,R_1CtopfNUg8Ojyil,33,-96,1,1,45,1,7,1,12,8,8,35,75,35,25,45,65,"1,2","1,2",5,5,1,"1,2","1,2",5,5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,200,100,,,5,10,100,,,,,20,35,32,3,3,,,3,3,3,,,,,3,1,1,,150,0,,,,6,99,,,,,12,12,27,3,3,,,,3,3,,,,,3,1,1,,2,3,4,4,2,1,2,4,4,4,4,1,3,3,15,,3,20,30,60,60,75,101,1,3,8,"1,6,8",,2,3,3,2,,3,2,1,1,5,5,5,1,4,7,1,1,7,7,1,6,2,1,2,7,1,"4,5,7",8,3,1,75402,2567,2683,1,65976e78-bf85-536c-faa0-77c1b4f71f6d
108.238.191.35,1268,R_1CtxQB2C3CD4Pux,36,-84,1,1,44,1,7,1,12,4,4,10,35,10,35,5,5,"1,2","1,2",5,5,5,"1,2",5,"1,2",5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,35,60,,,,60,,10,,,,0,50,30,1,1,,,,1,,1,,,,3,1,1,,35,60,,,,60,,5,,,,30,50,30,1,1,,,,1,,1,,,,1,1,1,,1,1,4,4,4,4,2,2,4,4,4,1,1,1,15,,3,60,60,180,180,200,200,5,3,7,"1,2",,2,3,3,2,,2,2,4,4,5,4,5,4,5,4,6,7,7,5,2,6,6,7,7,7,7,"3,6,7",7,2,1,37830,2471,907,3,6596b11c-ab93-fc73-7d84-320e3b4720da
76.151.221.62,687,R_1CvBuFQ4YB7sEcC,39,-76,1,1,21,2,7,1,12,4,4,0,20,0,10,25,12,5,"1,2",5,5,"1,2",5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,50,,,20,,,,,,,,,,,3,,,2,,,,,,,,,,4,,0,,,0,,,,,,,,,,,3,,,3,,,,,,,,,,,4,1,4,4,2,4,4,4,4,4,4,4,4,4,15,,3,19,20,61,62,13,14,5,1,"5,6,7",1,,2,3,3,2,,2,2,4,2,1,2,5,1,7,7,1,1,7,4,4,7,6,2,1,7,1,"3,4,5",3,1,1,21222,1214,1217,2,65975f5d-cf7c-a462-3916-35aab2bc214a
24.162.44.68,579,R_1CvMNAZAKtsaP7Q,34,-99,1,1,45,1,5,1,12,6,6,6,5,6,4,10,8,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,1,4,2,4,4,,2,,,,2,1,,40,,,,,,,,,,,,,,2,,,,,,,,,,,,,,4,35,,,,,,,,,,,,,,2,,,,,,,,,,,,,,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,39,39,89,93,99,99,1,1,8,6,,2,1,1,1,1,1,1,4,2,5,4,3,3,3,6,4,6,4,6,6,6,6,6,5,7,6,"4,6,7",5,4,1,76301,2567,1007,3,659e3c44-7bea-8737-9991-8d4d5bb1784b
174.67.28.95,3730,R_1D5WzvgCKokRTSP,35,-97,1,1,37,2,7,1,12,5,5,10,40,10,10,20,10,"1,2",5,2,5,1,"1,2","1,2",5,5,5,5,5,"1,2","1,2",,"1,2",4,4,4,4,4,4,,,,,,,,,75,,,,10,5,10,,,,,,30,30,"1,2",,,,2,1,1,,,,,,"1,2","1,2",4,75,,10,,,5,10,,,,,,25,20,"1,2",,1,,,1,1,,,,,,1,1,4,2,4,3,4,2,2,2,4,4,4,4,4,2,2,15,,3,45,50,90,90,58,60,5,1,6,"1,2,3,4,8",,2,3,3,2,,2,2,4,1,5,4,3,3,5,5,4,4,5,6,7,7,5,4,5,7,4,"4,5,7",5,2,1,73135,2168,2223,3,6596a5a4-2950-105d-5a08-2995e046ea36
74.209.41.71,989,R_1D6s4j7YqIBOcgW,44,-71,1,1,20,1,6,1,12,8,8,10,20,10,10,20,10,"1,2",5,5,"1,2",5,"1,2","1,2","1,2",5,5,5,"1,2",5,5,,"1,2",4,4,4,4,4,4,,,,,,,,,20,,,0,,10,36,5,,,,10,,,3,,,3,,3,3,3,,,,3,,,,16,,,0,,5,25,5,,,,5,,,3,,,3,,3,3,3,,,,3,,,,2,2,2,4,2,2,2,2,2,4,4,2,4,4,17,Local,3,18,18,56,56,56,58,5,1,8,1,,2,2,2,1,2,1,1,2,1,1,1,1,1,4,6,4,1,3,7,4,4,7,1,1,7,1,"4,5,7",6,2,1,4776,1197,1199,1,659b184a-074c-4ff9-a323-d7b51a72899c
73.107.169.213,714,R_1D7AdySROBpLF6e,27,-82,1,1,10,2,7,1,12,4,4,15,15,10,15,35,10,5,1,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,100,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,27,27,37,36,49,49,5,1,8,1,,2,3,3,2,,2,2,4,2,5,4,2,5,5,5,1,2,6,5,5,5,5,5,3,7,3,"3,4,7",5,1,1,33914,330,42,2,6596c22b-ec96-ac55-1f73-842b1658d262
172.59.192.170,1087,R_1D7sgiz4vGiRx95,33,-97,1,1,17,2,5,1,12,2,2,7,8,8,10,5,0,"1,2","1,2",5,1,"1,2","1,2",5,5,5,5,5,5,5,5,,4,4,2,4,"1,2",4,4,,2,2,,,1,2,,25,0,,0,10,0,,,,,,,,,2,3,,3,2,3,,,,,,,,,4,40,0,,,10,0,,,,,,,,,"1,2",3,,,2,3,,,,,,,,,4,2,2,4,3,2,3,4,1,4,4,4,1,4,4,15,,3,29,62,30,91,61,101,1,1,"4,5,6","3,4,6",,2,2,2,1,1,1,1,2,4,1,2,4,3,6,7,5,1,7,6,7,6,7,5,6,7,1,"3,4,5",4,3,1,67213,905,309,3,6597c8b2-e229-a673-adad-562aa3f27602
174.166.224.228,688,R_1D8ox7fDLoGWXuB,40,-75,1,1,31,2,2,1,12,11,11,25,50,40,30,50,20,5,1,5,5,1,1,5,5,5,5,5,1,1,5,,1,4,4,4,4,4,4,,,,,,,,,,100,,,50,40,,,,,,40,30,,,3,,,2,3,,,,,,3,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,4,2,1,4,2,4,4,4,1,2,4,"18,19",live near it,3,40,34,107,85,68,75,5,3,"1,6",1,,2,1,2,2,,2,2,1,1,5,4,3,4,3,6,5,5,5,4,3,5,6,5,3,7,5,"2,4",5,6,2,8021,1805,418,2,659ca094-c54c-5f0f-c101-a75e932b9127
67.170.20.84,1274,R_1DAJLZAQsmqBr47,48,-122,1,1,49,1,7,1,12,7,6,5,40,5,10,50,800,5,"1,2",5,5,5,5,5,5,5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,,40,,,,,,,,,,20,35,75,,3,,,,,,,,,,3,3,3,,,40,,,,,,,,,,30,35,75,,3,,,,,,,,,,3,3,3,,4,2,4,4,4,4,4,4,4,4,4,4,2,2,15,,3,20,20,61,60,90,90,5,1,8,1,,2,3,3,2,,2,2,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,"4,6,7",5,1,1,98125,3001,2702,3,65962b3b-f979-f673-ea49-555abd771da0
68.230.15.2,986,R_1DAci6yCsLLaJE3,34,-112,1,1,33,1,4,1,12,12,12,,500,500,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Pizzhot,KFC",1,4,1,1,1,1,1,,,,,,1,1,1,200,200,200,0,400,0,0,0,0,0,0,0,0,0,1,1,1,3,"1,3",3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Social media platforms ,3,120,102,240,142,239,121,1,1,8,5,,2,3,3,2,,2,2,5,2,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"3,4,5",7,4,3,10001,1861,1892,3,65ad8ddb-7a1b-d1fd-0891-5f2923c7d49a
47.161.51.99,942,R_1DDbZFqVjv2SV5V,33,-97,1,1,45,2,3,1,12,8,8,5,1,1,0,45,0,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,50,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,4,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,0,0,65,60,60,65,5,1,8,11,3,2,3,3,2,,2,2,4,2,5,4,1,4,4,5,4,4,4,4,4,4,4,4,4,7,4,"4,5,7",5,1,1,75474,2567,2683,2,659b1341-5cd4-45fd-ce7f-1bc68741fb50
148.59.13.121,1232,R_1DFNu1bDOKMhfJb,38,-98,1,1,5,1,4,1,12,10,11,30,60,25,50,30,40,"1,2",2,"1,2",5,"1,2",5,2,5,5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,100,,75,,25,,,,,,,,50,,"1,2",,"1,2",,2,,,,,,,,"1,2",,4,60,30,40,,20,,20,,,,,,30,,"1,2",2,1,,2,,1,,,,,,"1,2",,4,1,2,1,2,1,3,3,4,4,4,2,3,1,2,15,,3,30,50,75,110,40,60,5,1,8,"1,3,6,7",,2,3,3,2,,2,2,4,2,1,5,5,7,7,5,3,6,7,7,7,6,7,7,6,7,7,"2,3,5",8,4,3,92805,191,221,3,65acc4e8-a5d9-0ee7-66d1-1ac6c3aa6135
70.236.166.7,1403,R_1DOLj71uO9JMfWX,31,-89,1,1,25,2,3,1,12,3,3,12,52,21,56,0,16,"1,2",5,5,"1,2","1,2","1,2",5,5,5,5,5,5,"1,2","1,2",,4,4,1,"1,2","1,2",4,4,,1,,1,,1,,,150,,,200,80,250,,,,,,,100,60,1,,,3,2,3,,,,,,,3,3,3,200,,,150,100,300,,,,,,,150,90,1,,,3,2,3,,,,,,,3,3,3,1,4,4,2,2,1,2,4,4,4,4,4,2,2,"20,21",Friend ,3,88,70,86,63,21,24,4,1,8,"1,4",,2,1,1,1,1,1,1,1,2,2,1,4,2,1,6,5,1,6,4,6,7,5,6,6,7,1,"1,4,5",5,4,3,39401,1426,1444,2,659a18d3-1435-fc11-4066-c82b7507d788
64.67.56.204,595,R_1DSqlpEdIsj3E87,41,-75,1,1,39,2,7,1,12,4,4,4,46,7,6,0,12,"1,2",5,5,5,5,"1,2","1,2",5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,75,,,,,8,15,,,,,,,,3,,,,,3,3,,,,,,,,,15,,,,,10,45,,,,,,,,3,,,,,3,3,,,,,,,,,2,2,4,4,4,2,2,4,4,4,4,4,4,4,15,,3,40,41,58,59,0,0,5,1,8,"1,6,7,8",,2,3,1,2,,2,2,3,4,5,2,3,1,3,7,5,5,5,5,1,6,6,5,3,7,5,"4,5,7",6,2,1,18218,2283,2337,1,6596c0a2-f9e5-8279-a2aa-76d24d98d3fd
172.58.222.242,569,R_1DSuKWSk2c7cuTQ,42,-71,1,1,5,1,4,1,12,11,11,55,80,65,75,120,100,"1,2",2,"1,2","1,2",2,5,5,5,2,1,5,1,2,2,,4,2,4,4,4,4,1,,,,,,,,,65,,45,35,,,,,,45,,35,,,2,,2,3,,,,,,3,,3,,,2,35,24,0,0,24,,,,23,,,,35,25,3,2,3,3,3,,,,1,,,,1,3,4,2,2,1,2,1,2,2,2,1,2,2,1,1,2,15,,3,42,46,52,42,44,50,5,1,8,"1,5,7",,2,3,3,2,,2,2,4,2,2,2,5,7,6,6,5,5,5,5,5,6,5,5,4,7,5,"2,5,6",7,4,3,93625,191,201,3,65abd8ad-6d37-3fb3-d479-862f3b12d12c
